20220101, 대구, 팥(적두), 258000, 
20220115, 대구, 땅콩, 1700, 
20220115, 대구, 땅콩, 3330, 
20220115, 대구, 땅콩, 2500, 
20220115, 인천, 땅콩, 3160, 
20220115, 광주, 땅콩, 2200, 
20220115, 광주, 땅콩, 2500, 
20220115, 광주, 땅콩, 3330, 
20220115, 대전, 땅콩, 2250, 
20220115, 대전, 땅콩, 3330, 
20220115, 대전, 땅콩, 3160, 
20220115, 울산, 땅콩, 2060, 
20220115, 울산, 땅콩, 2500, 
20220115, 세종, 땅콩, 3330, 
20220115, 경기수원, 땅콩, 2100, 
20220115, 경기, 땅콩, 3380, 
20220115, 강원강릉, 팥(적두), 5550, 
20220115, 충북청주, 팥(적두), 6410, 
20220115, 청주, 팥(적두), 6690, 
20220115, 전북전주, 팥(적두), 4830, 
20220115, 전주, 팥(적두), 7980, 
20220115, 전남순천, 팥(적두), 4690, 
20220115, 전남순천, 팥(적두), 7250, 
20220115, 경북포항, 팥(적두), 6560, 
20220115, 경북포항, 팥(적두), 12900, 
20220115, 경북안동, 팥(적두), 7980, 
20220115, 경남창원, 팥(적두), 7320, 
20220115, 경남창원, 팥(적두), 7980, 
20220115, 제주, 팥(적두), 6540, 
20220115, 제주, 팥(적두), 9980, 
20220115, 세종, 레몬, 9800, 
20220115, 경기수원, 레몬, 8660, 
20220115, 경기의정부, 레몬, 13900, 
20220115, 강원강릉, 레몬, 13900, 
20220115, 전북전주, 레몬, 7660, 
20220115, 전주, 레몬, 9800, 
20220115, 전남순천, 레몬, 13900, 
20220115, 경북포항, 레몬, 9900, 
20220115, 경북안동, 레몬, 9800, 
20220115, 경남창원, 레몬, 9800, 
20220115, 제주, 레몬, 10000, 
20220115, 제주, 레몬, 9800, 
20220115, 서울서부, 레몬, 60000, 
20220115, 부산, 레몬, 57000, 
20220115, 대구, 레몬, 58000, 
20220115, 대전, 레몬, 58300, 
20220115, 서울서부, 레몬, 5000, 
20220115, 서울서부, 레몬, 6660, 
20220115, 부산, 레몬, 5000, 
20220115, 부산, 레몬, 9990, 
20220115, 부산, 레몬, 7990, 
20220115, 대구, 레몬, 9990, 
20220115, 인천, 레몬, 5000, 
20220115, 광주, 레몬, 9990, 
20220115, 대전, 레몬, 6870, 
20220115, 대전, 레몬, 8160, 
20220115, 울산, 레몬, 9990, 
20220115, 세종, 레몬, 8160, 
20220115, 경기수원, 레몬, 7000, 
20220115, 경기의정부, 레몬, 9990, 
20220115, 강원, 레몬, 9990, 
20220115, 강원강릉, 레몬, 9990, 
20220115, 경기의정부, 상추, 1490, 
20220115, 강원춘천, 상추, 1020, 
20220115, 강원, 상추, 1660, 
20220115, 강원강릉, 상추, 1160, 
20220115, 강원강릉, 상추, 1490, 
20220115, 충북청주, 상추, 1000, 
20220115, 청주, 상추, 1480, 
20220115, 전주, 상추, 830, 
20220115, 전남순천, 상추, 1490, 
20220115, 전남순천, 상추, 900, 
20220115, 경북포항, 상추, 770, 
20220115, 경북포항, 상추, 1660, 
20220115, 경북안동, 상추, 1240, 
20220115, 경남창원, 상추, 830, 
20220115, 경남창원, 상추, 1240, 
20220115, 제주, 상추, 1230, 
20220115, 제주, 상추, 1240, 
20220115, 서울서부, 상추, 18700, 
20220115, 부산, 상추, 20000, 
20220115, 대구, 상추, 18000, 
20220115, 대전, 상추, 25000, 
20220115, 서울서부, 상추, 710, 
20220115, 서울서부, 상추, 710, 
20220115, 부산, 상추, 650, 
20220115, 대구, 상추, 750, 
20220115, 인천, 상추, 750, 
20220115, 광주, 상추, 800, 
20220115, 대전, 상추, 680, 
20220115, 울산, 상추, 900, 
20220115, 경기수원, 상추, 670, 
20220115, 강원춘천, 상추, 800, 
20220115, 강원강릉, 상추, 930, 
20220115, 서울서부, 상추, 25000, 
20220115, 부산, 상추, 26000, 
20220115, 대구, 상추, 25000, 
20220115, 대전, 상추, 24500, 
20220115, 서울서부, 상추, 910, 
20220115, 서울서부, 상추, 910, 
20220115, 서울, 상추, 1660, 
20220115, 서울서부, 열무, 8500, 
20220115, 부산, 열무, 8000, 
20220115, 대구, 열무, 8500, 
20220115, 대전, 열무, 9660, 
20220115, 서울서부, 건고추, 600000, 
20220115, 부산, 건고추, 550000, 
20220115, 대구, 건고추, 525000, 
20220115, 서울, 건고추, 11980, 
20220115, 대구, 팥(적두), 346000, 
20220115, 대전, 팥(적두), 316000, 
20220115, 서울서부, 팥(적두), 256000, 
20220115, 부산, 팥(적두), 260000, 
20220115, 대구, 팥(적두), 258000, 
20220115, 광주, 팥(적두), 263000, 
20220115, 대전, 팥(적두), 257000, 
20220115, 서울서부, 녹두, 720000, 
20220115, 부산, 녹두, 685000, 
20220115, 대구, 녹두, 700000, 
20220115, 광주, 녹두, 680000, 
20220115, 서울서부, 녹두, 10600, 
20220115, 서울, 녹두, 17500, 
20220115, 부산, 녹두, 10500, 
20220115, 대구, 녹두, 10000, 
20220115, 인천, 녹두, 11000, 
20220115, 광주, 녹두, 8750, 
20220115, 대전, 녹두, 10600, 
20220115, 울산, 녹두, 10000, 
20220115, 경기수원, 녹두, 10200, 
20220115, 경기, 녹두, 17900, 
20220115, 강원춘천, 녹두, 10300, 
20220115, 전북전주, 녹두, 8830, 
20220115, 경북포항, 녹두, 11800, 
20220115, 제주, 녹두, 7610, 
20220115, 인천, 호박, 2000, 
20220115, 인천, 호박, 2190, 
20220115, 광주, 호박, 2000, 
20220115, 광주, 호박, 2390, 
20220115, 광주, 호박, 2380, 
20220115, 대전, 호박, 2000, 
20220115, 대전, 호박, 2580, 
20220115, 대전, 호박, 2190, 
20220115, 울산, 호박, 2000, 
20220115, 울산, 호박, 2390, 
20220115, 세종, 호박, 2580, 
20220115, 경기수원, 호박, 2000, 
20220115, 경기, 호박, 2480, 
20220115, 경기의정부, 호박, 2390, 
20220115, 강원춘천, 호박, 2500, 
20220115, 강원, 호박, 2190, 
20220115, 강원강릉, 호박, 2330, 
20220115, 강원강릉, 호박, 2390, 
20220115, 충북청주, 호박, 2330, 
20220115, 청주, 호박, 2480, 
20220115, 전북전주, 호박, 2000, 
20220115, 전주, 호박, 2580, 
20220115, 전남순천, 호박, 2390, 
20220115, 전남순천, 호박, 2000, 
20220115, 경북포항, 호박, 2000, 
20220115, 경북포항, 호박, 2190, 
20220115, 경북안동, 호박, 2580, 
20220115, 경남창원, 호박, 1930, 
20220115, 경남창원, 호박, 2580, 
20220115, 제주, 호박, 2160, 
20220115, 제주, 호박, 2580, 
20220115, 서울서부, 호박, 35200, 
20220115, 부산, 호박, 30000, 
20220115, 대구, 호박, 33000, 
20220115, 대전, 호박, 34500, 
20220115, 서울서부, 호박, 2000, 
20220115, 서울서부, 호박, 1600, 
20220115, 부산, 호박, 1500, 
20220115, 대구, 호박, 1670, 
20220115, 경기수원, 붉은고추, 750, 
20220115, 서울서부, 마늘, 110000, 
20220115, 부산, 마늘, 110000, 
20220115, 대구, 마늘, 110000, 
20220115, 대전, 마늘, 95000, 
20220115, 서울서부, 마늘, 105000, 
20220115, 대구, 마늘, 102000, 
20220115, 대전, 마늘, 76600, 
20220115, 서울서부, 양파, 13800, 
20220115, 부산, 양파, 17000, 
20220115, 대구, 양파, 15000, 
20220115, 대전, 양파, 14500, 
20220115, 서울서부, 양파, 1640, 
20220115, 서울서부, 양파, 2000, 
20220115, 서울서부, 쇠고기, 10900, 
20220115, 서울, 쇠고기, 11800, 
20220115, 서울, 쇠고기, 13590, 
20220115, 서울, 쇠고기, 11880, 
20220115, 서울, 쇠고기, 9280, 
20220115, 부산, 쇠고기, 9000, 
20220115, 대구, 쇠고기, 8000, 
20220115, 대구, 쇠고기, 11880, 
20220115, 인천, 쇠고기, 8500, 
20220115, 광주, 쇠고기, 9330, 
20220115, 광주, 쇠고기, 11880, 
20220115, 대전, 쇠고기, 10200, 
20220115, 대전, 쇠고기, 11880, 
20220115, 대전, 쇠고기, 11800, 
20220115, 울산, 쇠고기, 9660, 
20220115, 세종, 쇠고기, 11880, 
20220115, 경기, 쇠고기, 12900, 
20220115, 강원, 쇠고기, 11800, 
20220115, 강원강릉, 쇠고기, 9900, 
20220115, 강원강릉, 쇠고기, 13890, 
20220115, 충북청주, 쇠고기, 12000, 
20220115, 청주, 쇠고기, 12230, 
20220115, 전주, 쇠고기, 11880, 
20220115, 경북포항, 쇠고기, 9500, 
20220115, 경북안동, 쇠고기, 11880, 
20220115, 경남창원, 쇠고기, 11880, 
20220115, 제주, 쇠고기, 11880, 
20220115, 서울서부, 쇠고기, 4930, 
20220115, 서울, 쇠고기, 7180, 
20220115, 부산, 쇠고기, 9820, 
20220115, 부산, 쇠고기, 6400, 
20220115, 광주, 쇠고기, 9820, 
20220115, 광주, 쇠고기, 7180, 
20220115, 대전, 쇠고기, 7180, 
20220115, 대전, 쇠고기, 9400, 
20220115, 울산, 쇠고기, 9820, 
20220115, 세종, 쇠고기, 7180, 
20220115, 경기수원, 쇠고기, 6000, 
20220115, 경기의정부, 쇠고기, 9820, 
20220115, 대전, 고등어, 3220, 
20220115, 대전, 고등어, 3890, 
20220115, 대전, 고등어, 4900, 
20220115, 세종, 고등어, 3890, 
20220115, 경기의정부, 고등어, 3990, 
20220115, 전주, 고등어, 3890, 
20220115, 전남순천, 고등어, 3990, 
20220115, 전남순천, 고등어, 2000, 
20220115, 경북안동, 고등어, 3890, 
20220115, 경남창원, 고등어, 2500, 
20220115, 경남창원, 고등어, 3890, 
20220115, 제주, 고등어, 3890, 
20220115, 서울서부, 고등어, 50000, 
20220115, 부산, 고등어, 45000, 
20220115, 대구, 고등어, 44000, 
20220115, 대전, 고등어, 42000, 
20220115, 서울서부, 갈치, 12300, 
20220115, 대구, 갈치, 12800, 
20220115, 대전, 갈치, 12500, 
20220115, 서울, 갈치, 7990, 
20220115, 서울, 갈치, 7980, 
20220115, 부산, 갈치, 6000, 
20220115, 부산, 갈치, 7990, 
20220115, 부산, 갈치, 7900, 
20220115, 대구, 갈치, 6000, 
20220115, 대구, 갈치, 7980, 
20220115, 대구, 갈치, 7990, 
20220115, 광주, 갈치, 7990, 
20220115, 울산, 갈치, 7990, 
20220115, 세종, 갈치, 7980, 
20220115, 경기의정부, 갈치, 7990, 
20220115, 강원강릉, 갈치, 7990, 
20220115, 전남순천, 갈치, 7990, 
20220115, 경남창원, 갈치, 7980, 
20220115, 서울서부, 갈치, 14300, 
20220115, 부산, 갈치, 12500, 
20220115, 대구, 갈치, 14700, 
20220115, 대전, 갈치, 15500, 
20220115, 서울, 갈치, 3900, 
20220116, 경북안동, 고구마(밤), 5450, 
20220116, 경남창원, 고구마(밤), 4500, 
20220116, 경남창원, 고구마(밤), 5980, 
20220116, 제주, 고구마(밤), 5000, 
20220116, 제주, 고구마(밤), 5980, 
20220116, 서울서부, 고구마(밤), 24000, 
20220116, 부산, 고구마(밤), 27000, 
20220116, 대구, 고구마(밤), 26000, 
20220116, 대전, 고구마(밤), 25000, 
20220116, 서울서부, 고구마(밤), 5000, 
20220116, 경북포항, 호박, 1330, 
20220116, 경북포항, 호박, 1990, 
20220116, 경북안동, 호박, 1580, 
20220116, 제주, 호박, 2000, 
20220116, 제주, 호박, 1580, 
20220116, 서울서부, 호박, 11700, 
20220116, 부산, 호박, 13000, 
20220116, 대구, 호박, 12500, 
20220116, 대전, 호박, 12700, 
20220116, 서울서부, 토마토, 43200, 
20220116, 부산, 토마토, 40000, 
20220116, 대구, 토마토, 43000, 
20220116, 대전, 토마토, 41600, 
20220116, 서울서부, 토마토, 3660, 
20220116, 서울서부, 토마토, 5000, 
20220116, 서울, 토마토, 8990, 
20220116, 서울, 토마토, 6580, 
20220116, 서울, 토마토, 8250, 
20220116, 서울, 토마토, 3490, 
20220116, 서울, 토마토, 8990, 
20220116, 부산, 토마토, 5500, 
20220116, 부산, 토마토, 6580, 
20220116, 부산, 토마토, 4950, 
20220116, 대구, 토마토, 5830, 
20220116, 대구, 토마토, 8250, 
20220116, 대구, 토마토, 6660, 
20220116, 인천, 토마토, 5000, 
20220116, 인천, 토마토, 8990, 
20220116, 광주, 토마토, 6000, 
20220116, 광주, 토마토, 6580, 
20220116, 광주, 토마토, 8250, 
20220116, 대전, 토마토, 6370, 
20220116, 대전, 토마토, 8250, 
20220116, 대전, 토마토, 8990, 
20220116, 울산, 토마토, 4300, 
20220116, 울산, 토마토, 6660, 
20220116, 세종, 토마토, 8250, 
20220116, 경기수원, 토마토, 5660, 
20220116, 경기, 토마토, 5250, 
20220116, 대전, 파, 1910, 
20220116, 서울서부, 파, 2500, 
20220116, 서울서부, 파, 2500, 
20220116, 서울, 파, 3240, 
20220116, 서울, 파, 2990, 
20220116, 서울, 파, 2480, 
20220116, 서울, 파, 1290, 
20220116, 서울, 파, 3240, 
20220116, 부산, 파, 2300, 
20220116, 부산, 파, 3360, 
20220116, 부산, 파, 3890, 
20220116, 대구, 파, 2500, 
20220116, 대구, 파, 2920, 
20220116, 대구, 파, 3280, 
20220116, 인천, 파, 2500, 
20220116, 인천, 파, 3240, 
20220116, 광주, 파, 2500, 
20220116, 광주, 파, 3360, 
20220116, 광주, 파, 2920, 
20220116, 대전, 파, 2330, 
20220116, 대전, 파, 2920, 
20220116, 대전, 파, 3240, 
20220116, 울산, 파, 2600, 
20220116, 울산, 파, 3240, 
20220116, 세종, 파, 2480, 
20220116, 경기수원, 파, 2300, 
20220116, 경기, 파, 1440, 
20220116, 경기의정부, 파, 3200, 
20220116, 강원춘천, 파, 2500, 
20220116, 강원, 파, 3240, 
20220116, 경남창원, 양배추, 2830, 
20220116, 경남창원, 양배추, 2980, 
20220116, 제주, 양배추, 2000, 
20220116, 제주, 양배추, 2180, 
20220116, 서울서부, 시금치, 14000, 
20220116, 부산, 시금치, 12000, 
20220116, 대구, 시금치, 13000, 
20220116, 대전, 시금치, 13300, 
20220116, 서울서부, 시금치, 5000, 
20220116, 서울, 시금치, 10430, 
20220116, 서울, 시금치, 4630, 
20220116, 부산, 시금치, 4500, 
20220116, 부산, 시금치, 9950, 
20220116, 대구, 시금치, 5000, 
20220116, 대구, 당근, 26000, 
20220116, 대전, 당근, 27600, 
20220116, 서울서부, 당근, 2830, 
20220116, 서울서부, 당근, 3000, 
20220116, 서울, 당근, 3990, 
20220116, 서울, 당근, 2800, 
20220116, 서울, 당근, 2980, 
20220116, 서울, 당근, 1800, 
20220116, 서울, 당근, 3990, 
20220116, 부산, 당근, 2000, 
20220116, 부산, 당근, 2800, 
20220116, 부산, 당근, 2930, 
20220116, 대구, 당근, 3000, 
20220116, 대구, 당근, 2980, 
20220116, 대구, 당근, 2800, 
20220116, 인천, 당근, 3000, 
20220116, 인천, 당근, 3990, 
20220116, 광주, 당근, 3000, 
20220116, 광주, 당근, 2800, 
20220116, 광주, 당근, 2980, 
20220116, 대전, 당근, 2600, 
20220116, 대전, 당근, 2980, 
20220116, 대전, 당근, 3990, 
20220116, 울산, 당근, 2860, 
20220116, 울산, 당근, 2800, 
20220116, 세종, 당근, 2980, 
20220116, 경기수원, 당근, 2830, 
20220116, 경기, 당근, 1900, 
20220116, 경기의정부, 당근, 2800, 
20220116, 강원춘천, 당근, 2660, 
20220116, 강원, 당근, 3990, 
20220116, 강원강릉, 당근, 2890, 
20220116, 강원강릉, 당근, 2800, 
20220116, 충북청주, 당근, 3000, 
20220116, 청주, 당근, 2980, 
20220116, 전북전주, 당근, 3000, 
20220116, 전주, 당근, 2980, 
20220116, 전남순천, 당근, 2800, 
20220116, 전남순천, 당근, 3000, 
20220116, 청주, 고춧가루, 29000, 
20220116, 전북전주, 고춧가루, 24600, 
20220116, 전주, 고춧가루, 27960, 
20220116, 전남순천, 고춧가루, 33600, 
20220116, 전남순천, 고춧가루, 24300, 
20220116, 경북포항, 고춧가루, 26000, 
20220116, 경북포항, 고춧가루, 35800, 
20220116, 경북안동, 고춧가루, 27960, 
20220116, 경남창원, 고춧가루, 28800, 
20220116, 경남창원, 고춧가루, 27960, 
20220116, 제주, 고춧가루, 34900, 
20220116, 제주, 고춧가루, 38400, 
20220116, 서울서부, 고춧가루, 11200, 
20220116, 서울, 고춧가루, 12800, 
20220116, 부산, 고춧가루, 11000, 
20220116, 부산, 고춧가루, 11920, 
20220116, 대구, 고춧가루, 11000, 
20220116, 대구, 고춧가루, 12800, 
20220116, 인천, 고춧가루, 10000, 
20220116, 광주, 고춧가루, 10000, 
20220116, 광주, 고춧가루, 12800, 
20220116, 대전, 고춧가루, 13300, 
20220116, 대전, 고춧가루, 12800, 
20220116, 대전, 고춧가루, 14000, 
20220116, 울산, 고춧가루, 13000, 
20220116, 세종, 고춧가루, 12800, 
20220116, 대구, 수박, 30000, 
20220116, 대전, 수박, 23200, 
20220116, 경기, 수박, 29500, 
20220116, 전남순천, 수박, 20000, 
20220116, 경북안동, 수박, 19900, 
20220116, 제주, 수박, 23300, 
20220116, 제주, 수박, 19900, 
20220116, 서울서부, 수박, 12000, 
20220116, 부산, 수박, 15000, 
20220116, 대구, 수박, 12000, 
20220116, 대전, 수박, 12000, 
20220116, 부산, 수박, 20000, 
20220116, 부산, 수박, 21900, 
20220116, 대구, 수박, 28000, 
20220116, 대전, 수박, 18700, 
20220116, 대전, 수박, 17900, 
20220116, 세종, 수박, 17900, 
20220116, 전주, 수박, 17900, 
20220116, 경북포항, 수박, 27500, 
20220116, 경북안동, 수박, 17900, 
20220116, 경남창원, 수박, 17900, 
20220116, 경기수원, 풋고추, 1250, 
20220116, 경기, 풋고추, 1720, 
20220116, 경기의정부, 풋고추, 1990, 
20220116, 강원춘천, 풋고추, 1250, 
20220116, 강원, 풋고추, 1660, 
20220116, 강원강릉, 풋고추, 1060, 
20220116, 강원강릉, 풋고추, 1990, 
20220116, 충북청주, 풋고추, 1330, 
20220116, 청주, 풋고추, 1280, 
20220116, 전북전주, 풋고추, 950, 
20220116, 전주, 풋고추, 1720, 
20220116, 전남순천, 풋고추, 1990, 
20220116, 전남순천, 풋고추, 1030, 
20220116, 경북포항, 풋고추, 960, 
20220116, 경북포항, 풋고추, 1660, 
20220116, 경북안동, 풋고추, 1650, 
20220116, 경남창원, 풋고추, 1180, 
20220116, 경남창원, 풋고추, 1650, 
20220116, 제주, 풋고추, 1100, 
20220116, 제주, 풋고추, 1650, 
20220116, 서울서부, 풋고추, 32000, 
20220116, 부산, 풋고추, 30000, 
20220116, 대구, 풋고추, 28000, 
20220116, 대전, 풋고추, 28600, 
20220116, 서울서부, 풋고추, 1000, 
20220116, 서울서부, 풋고추, 1000, 
20220116, 부산, 풋고추, 900, 
20220116, 대구, 풋고추, 950, 
20220116, 인천, 풋고추, 1000, 
20220116, 광주, 풋고추, 900, 
20220116, 대전, 풋고추, 1000, 
20220116, 울산, 풋고추, 1000, 
20220116, 경기수원, 풋고추, 1000, 
20220116, 강원춘천, 풋고추, 1000, 
20220116, 강원강릉, 풋고추, 860, 
20220116, 충북청주, 풋고추, 1000, 
20220116, 서울서부, 풋고추, 75700, 
20220116, 부산, 풋고추, 68000, 
20220116, 경남창원, 파프리카, 1860, 
20220116, 제주, 파프리카, 1530, 
20220116, 제주, 파프리카, 1860, 
20220116, 서울서부, 파프리카, 36000, 
20220116, 부산, 파프리카, 30000, 
20220116, 대구, 파프리카, 31000, 
20220116, 대전, 파프리카, 30300, 
20220116, 서울서부, 파프리카, 1500, 
20220116, 서울서부, 파프리카, 1300, 
20220116, 부산, 파프리카, 1400, 
20220116, 대구, 파프리카, 1500, 
20220116, 인천, 파프리카, 1500, 
20220116, 광주, 파프리카, 1500, 
20220116, 대전, 파프리카, 1000, 
20220116, 울산, 파프리카, 1160, 
20220116, 경기수원, 파프리카, 1330, 
20220116, 충북청주, 파프리카, 1160, 
20220116, 강원강릉, 파, 3000, 
20220116, 강원강릉, 파, 3360, 
20220116, 충북청주, 파, 2000, 
20220116, 청주, 파, 1980, 
20220116, 전북전주, 파, 2330, 
20220116, 전주, 파, 2680, 
20220116, 전남순천, 파, 3360, 
20220116, 전남순천, 파, 2500, 
20220116, 경북포항, 파, 2060, 
20220116, 경북포항, 파, 3240, 
20220116, 강원, 땅콩, 1070, 
20220116, 강원강릉, 땅콩, 720, 
20220116, 강원강릉, 땅콩, 990, 
20220116, 충북청주, 땅콩, 790, 
20220116, 전북전주, 땅콩, 660, 
20220116, 전주, 땅콩, 1000, 
20220116, 전남순천, 땅콩, 990, 
20220116, 전남순천, 땅콩, 660, 
20220116, 경북포항, 땅콩, 560, 
20220116, 경북포항, 땅콩, 1070, 
20220116, 경북안동, 땅콩, 1000, 
20220116, 경남창원, 땅콩, 700, 
20220116, 경남창원, 땅콩, 1000, 
20220116, 제주, 땅콩, 670, 
20220116, 서울서부, 느타리버섯, 10500, 
20220116, 부산, 느타리버섯, 10000, 
20220116, 대구, 느타리버섯, 10000, 
20220116, 대전, 느타리버섯, 10000, 
20220116, 서울서부, 느타리버섯, 1160, 
20220116, 서울, 느타리버섯, 1100, 
20220116, 서울, 느타리버섯, 1780, 
20220116, 부산, 느타리버섯, 900, 
20220116, 대구, 느타리버섯, 1060, 
20220116, 광주, 느타리버섯, 800, 
20220116, 대전, 느타리버섯, 810, 
20220116, 강원강릉, 느타리버섯, 1250, 
20220116, 전북전주, 느타리버섯, 850, 
20220116, 전남순천, 느타리버섯, 650, 
20220116, 경북포항, 느타리버섯, 660, 
20220116, 제주, 느타리버섯, 1400, 
20220116, 제주, 느타리버섯, 1490, 
20220116, 서울서부, 느타리버섯, 9500, 
20220116, 부산, 느타리버섯, 8000, 
20220116, 대구, 느타리버섯, 9000, 
20220116, 대전, 느타리버섯, 9000, 
20220116, 서울서부, 느타리버섯, 1030, 
20220116, 부산, 느타리버섯, 700, 
20220116, 대구, 느타리버섯, 850, 
20220116, 서울, 방울토마토, 11990, 
20220116, 서울, 방울토마토, 11270, 
20220116, 서울, 방울토마토, 11500, 
20220116, 부산, 방울토마토, 11270, 
20220116, 대구, 방울토마토, 11500, 
20220116, 대구, 방울토마토, 11270, 
20220116, 광주, 방울토마토, 11330, 
20220116, 광주, 방울토마토, 11500, 
20220116, 울산, 방울토마토, 11330, 
20220116, 경기의정부, 방울토마토, 11330, 
20220116, 강원, 방울토마토, 11990, 
20220116, 강원강릉, 방울토마토, 11330, 
20220116, 전주, 방울토마토, 11500, 
20220116, 전남순천, 방울토마토, 11330, 
20220116, 경북안동, 방울토마토, 11500, 
20220116, 경남창원, 방울토마토, 11500, 
20220116, 제주, 방울토마토, 8900, 
20220116, 서울서부, 방울토마토, 29500, 
20220116, 서울서부, 레몬, 65000, 
20220116, 부산, 레몬, 63000, 
20220116, 대구, 레몬, 63000, 
20220116, 대전, 레몬, 63300, 
20220116, 서울서부, 레몬, 6360, 
20220116, 서울서부, 레몬, 8330, 
20220116, 서울, 레몬, 9900, 
20220116, 서울, 레몬, 13900, 
20220116, 서울, 레몬, 9800, 
20220116, 서울, 레몬, 9900, 
20220116, 부산, 레몬, 13900, 
20220116, 경기수원, 고춧가루, 14600, 
20220116, 강원춘천, 고춧가루, 13300, 
20220116, 강원강릉, 고춧가루, 14400, 
20220116, 충북청주, 고춧가루, 12600, 
20220116, 전북전주, 고춧가루, 10000, 
20220116, 전주, 고춧가루, 12800, 
20220116, 전남순천, 고춧가루, 11000, 
20220116, 경북포항, 고춧가루, 11100, 
20220116, 경북안동, 고춧가루, 12800, 
20220116, 경남창원, 고춧가루, 12300, 
20220116, 경남창원, 고춧가루, 12800, 
20220116, 제주, 고춧가루, 13300, 
20220116, 제주, 고춧가루, 11800, 
20220116, 경남창원, 호두, 1560, 
20220116, 경남창원, 호두, 1660, 
20220116, 제주, 호두, 1530, 
20220116, 제주, 호두, 1660, 
20220116, 서울서부, 아몬드, 1200, 
20220116, 서울서부, 아몬드, 1600, 
20220116, 서울, 아몬드, 1280, 
20220116, 서울, 아몬드, 1430, 
20220116, 서울, 아몬드, 990, 
20220116, 서울, 아몬드, 2360, 
20220116, 서울, 아몬드, 1280, 
20220116, 부산, 아몬드, 1200, 
20220116, 부산, 아몬드, 1320, 
20220116, 부산, 아몬드, 1650, 
20220116, 대구, 아몬드, 1300, 
20220116, 대구, 아몬드, 990, 
20220116, 대구, 아몬드, 1430, 
20220116, 인천, 아몬드, 1750, 
20220116, 인천, 아몬드, 1280, 
20220116, 광주, 아몬드, 1430, 
20220116, 광주, 아몬드, 1430, 
20220116, 광주, 아몬드, 990, 
20220116, 대전, 아몬드, 1570, 
20220116, 대전, 아몬드, 990, 
20220116, 대전, 아몬드, 1280, 
20220116, 울산, 아몬드, 1220, 
20220116, 울산, 아몬드, 1320, 
20220116, 세종, 아몬드, 990, 
20220116, 경기수원, 아몬드, 1370, 
20220116, 경기, 아몬드, 1530, 
20220116, 경기의정부, 아몬드, 1320, 
20220116, 강원춘천, 아몬드, 1700, 
20220116, 강원, 아몬드, 1250, 
20220116, 강원강릉, 아몬드, 1890, 
20220116, 강원강릉, 아몬드, 1430, 
20220116, 충북청주, 아몬드, 1650, 
20220116, 청주, 아몬드, 1870, 
20220116, 전북전주, 아몬드, 1360, 
20220116, 전주, 아몬드, 990, 
20220116, 전남순천, 한우, 10314, 
20220116, 전남담양, 한우, 10510, 
20220116, 전남강진, 한우, 10485, 
20220116, 전남무안, 한우, 10800, 
20220116, 전남함평, 한우, 12300, 
20220116, 전남영광, 한우, 11100, 
20220116, 전남장성, 한우, 10700, 
20220116, 경북포항, 한우, 9408, 
20220116, 경북경주, 한우, 10180, 
20220116, 경북김천, 한우, 8890, 
20220116, 경북구미, 한우, 9205, 
20220116, 경북영주, 한우, 9716, 
20220116, 경북영천, 한우, 9500, 
20220116, 경북청도, 한우, 8000, 
20220116, 경북고령, 한우, 8685, 
20220116, 경북상주, 한우, 8784, 
20220116, 경북예천, 한우, 9690, 
20220116, 경남울산, 한우, 9400, 
20220116, 경남창녕, 한우, 9800, 
20220116, 경남사천, 한우, 9570, 
20220116, 경남하동, 한우, 9255, 
20220116, 경남거창, 한우, 9618, 
20220116, 경남합천, 한우, 7697, 
20220116, 전북전주, 파프리카, 1500, 
20220116, 전남순천, 파프리카, 1360, 
20220116, 경남창원, 파프리카, 1200, 
20220116, 서울서부, 멜론, 56200, 
20220116, 부산, 멜론, 33000, 
20220116, 대구, 멜론, 37000, 
20220116, 대전, 멜론, 36000, 
20220116, 서울서부, 멜론, 8000, 
20220116, 서울서부, 멜론, 9660, 
20220116, 서울, 멜론, 12900, 
20220116, 서울, 멜론, 14990, 
20220116, 서울, 멜론, 17800, 
20220116, 서울, 멜론, 12900, 
20220116, 부산, 멜론, 12000, 
20220116, 부산, 멜론, 14990, 
20220116, 대구, 멜론, 13000, 
20220116, 대구, 멜론, 17800, 
20220116, 인천, 멜론, 12900, 
20220116, 광주, 멜론, 14990, 
20220116, 광주, 멜론, 17800, 
20220116, 대전, 멜론, 11000, 
20220116, 대전, 멜론, 17800, 
20220116, 대구, 단감, 15600, 
20220116, 대구, 단감, 19980, 
20220116, 인천, 단감, 12000, 
20220116, 인천, 단감, 17980, 
20220116, 광주, 단감, 13000, 
20220116, 대전, 단감, 14500, 
20220116, 대전, 단감, 13960, 
20220116, 대전, 단감, 17980, 
20220116, 울산, 단감, 10800, 
20220116, 경기수원, 단감, 14600, 
20220116, 강원, 단감, 17980, 
20220116, 강원강릉, 단감, 12000, 
20220116, 충북청주, 단감, 15000, 
20220116, 청주, 단감, 15000, 
20220116, 경북포항, 단감, 10600, 
20220116, 경북포항, 단감, 17980, 
20220116, 경북안동, 단감, 13960, 
20220116, 제주, 단감, 15600, 
20220116, 제주, 단감, 13960, 
20220116, 서울서부, 단감, 42500, 
20220116, 부산, 단감, 38000, 
20220116, 대구, 단감, 40000, 
20220116, 대전, 단감, 37300, 
20220116, 서울서부, 단감, 8000, 
20220116, 서울, 단감, 12900, 
20220116, 서울, 단감, 11960, 
